row_index,text_used,job_title,employer,state,salary_low_end,salary_high_end,pay_basis,skill_categories_required,skill_categories_preferred,skill_categories_mentioned,election_security_explicit,degree_required,degree_field,min_years_experience,experience_can_substitute,certifications_required,certifications_preferred,certifications_substitutable,job_classification,classification_confidence,position_elected,full_time,remote_hybrid,registered_voters,text_confidence
1326,full_text,Elections Services Manager,Contra Costa County Clerk-Recorder's Office,California,88949.76,108118.92,yearly,ops|legal|personnel|budget|comms|intergovt,,ops|legal|personnel|budget|comms|intergovt,False,bachelor,"business, public administration, or closely related field",3.0,True,,,California Professional Election Administrator Credential Program (CalPEAC)|Certified Elections/Registration Administrator Certification (CERA),election_official,high,False,True,on_site,,high
1327,stub,Policy Analyst,Virginia Department of Elections,Virginia,42614.0,62000.0,yearly,legal,legal|data|pm,legal|data|pm,False,,"public administration, political science, law",,True,,,,election_official,high,,,,,high
1328,stub,Associate Director,Virginia Public Access Project,Virginia,,,,,,comms|data|budget,False,,,,,,,,not_election_official,high,,,,,medium
1329,full_text,Deputy Registrar,City of Manassas,Virginia,44574.4,44574.4,yearly,ops|vr|personnel|data|comms,it_cyber,it_cyber|comms|personnel|vr|ops|data,False,high_school,,,,Professional certification,,,election_official,high,False,True,on_site,,high
1330,stub,Policy and Compliance Supervisor,Virginia Department of Elections,Virginia,42614.0,75000.0,yearly,legal|personnel|pm,,legal|personnel|pm|intergovt,False,,,,,,,,top_election_official,high,,,,,high
1331,stub,Registrar,"Greene County, Virginia",Virginia,45557.0,45557.0,yearly,legal|ops|comms|budget,,it_cyber|budget|comms|personnel|legal|ops,False,,,,,,,,top_election_official,high,,,,,high
1332,stub,Ballot Receiving Specialist,Arapahoe County,Colorado,33664.0,52802.0,yearly,ops,,ops|legal,True,,,,,,,,election_official,high,False,,,,high
1333,stub,Elections Technician,Wayne County,North Carolina,40994.0,63937.0,yearly,it_cyber|ops|personnel,,it_cyber|ops|personnel|data,False,,,,,,,,election_official,high,False,,,,high
1334,stub,Assistant Registrar,City of Manassas,Virginia,15.26,15.26,hourly,vr|ops,legal,vr|ops|legal,False,high_school,,,,,,,election_official,high,False,False,on_site,,high
1335,stub,Democracy Studies Fellowship / Election Administration Residency,International Foundation for Electoral Systems (IFES),,,,,,,data,False,master,,,,,,,not_election_official,high,False,,,,high
1336,stub,Deputy Registrar,City of Manassas,Virginia,44574.4,59072.0,yearly,ops|vr|personnel|comms|data,,ops|vr|personnel|comms|data,False,,,,,,,,election_official,high,False,,,,high
1337,stub,Director of Elections,"Montgomery County, Alabama",Alabama,62126.0,62126.0,yearly,ops|personnel|budget|legal|intergovt,comms|vr,ops|personnel|budget|legal|comms|intergovt|vr,False,master,public administration,4.0,True,,,Doctorate of Jurisprudence,top_election_official,high,False,True,,,high
1338,stub,Elections Assistant Administrator,Travis County,Texas,77956.53,101343.63,yearly,,,ops|personnel|it_cyber|pm|budget,False,,,,,,,,election_official,high,,,,,high
1339,stub,"Program Associate, Governance Program",Democracy Fund,,,,,pm|comms,data|intergovt,pm|data|comms|intergovt,False,,,,,,,,not_election_official,high,,True,,,high
1340,stub,"Chief, Departmental Operations",San Diego County Registrar of Voters,California,95000.0,110000.0,yearly,ops|gis|legal|personnel|budget,,ops|gis|legal|personnel|budget|comms,False,,,,,,,,election_official,high,False,True,,,high
1341,full_text,Voter Registration Specialist II,Yavapai County Government,Arizona,35731.9,41073.14,yearly,vr|ops|data,data,vr|ops|data|legal|personnel,False,high_school,,3.0,,State of AZ Elections Certification,,,election_official,high,False,True,on_site,,high
1342,stub,Absentee Voting Coordinator,"Fairfax County, Virginia",Virginia,40677.94,67796.77,yearly,vr|ops|legal|comms,,vr|ops|legal|comms|personnel,False,,,,,,,,election_official,high,False,True,,,high
1343,stub,Director/Deputy Director,Allen County Board of Elections,Ohio,53372.8,53372.8,yearly,,,ops,False,,,,,,,,top_election_official,high,False,True,,,high
1344,stub,Policy Specialist,National Conference of State Legislatures,Colorado,4154.0,4154.0,monthly,,,data|pm|comms|intergovt,False,,,,,,,,not_election_official,high,False,True,,,high
1345,stub,Intern,Ronald Reagan Presidential Foundation and Institute,District of Columbia,,,,,,comms|pm,False,,,,,,,,not_election_official,high,,,,,high
1346,stub,Assistant Registrar,City of Manassas,Virginia,15.26,15.26,hourly,vr|ops,legal,vr|ops|legal,False,high_school,,,,,,,election_official,high,False,False,on_site,,high
1347,stub,Clerk-Recorder Services Manager,Contra Costa County,California,6459.0,7851.0,monthly,ops|legal|budget|personnel,,ops|legal|budget|personnel,False,,,,,,,,not_election_official,high,False,,,,high
1348,full_text,Democracy Studies Fellowship,International Foundation for Electoral Systems (IFES),"Washington, D.C.",,,,,,data,False,master,,,,,,,not_election_official,high,False,False,on_site,,high
1349,stub,Deputy Registrar,City of Manassas,Virginia,44574.4,59072.0,yearly,ops|vr|personnel|data|comms,,ops|vr|personnel|data|comms,False,,,,,,,,election_official,high,False,True,on_site,,high
1350,stub,Director of Elections,"Montgomery County, Alabama",Alabama,62126.0,62126.0,yearly,ops|legal|personnel|budget|intergovt,,intergovt|budget|personnel|legal|ops,False,master,public administration,4.0,True,,,,top_election_official,high,,,,,high
1351,stub,Elections Assistant Administrator,Travis County,Texas,77956.53,101343.63,yearly,ops|personnel|pm,,ops|pm|personnel,False,,,,,,,,election_official,high,False,True,,,high
1352,stub,"Program Associate, Governance Program",Democracy Fund,,,,,comms|data|pm,legal|intergovt,intergovt|pm|legal|comms|data,False,,,,,,,,not_election_official,high,False,True,,,high
1353,stub,Elections Technician,"Wayne County, North Carolina",North Carolina,40994.0,63937.0,yearly,it_cyber|ops|personnel,,it_cyber|ops|personnel|data|comms,False,,,,,,,,election_official,high,False,,,,high
1354,stub,Deputy Director of Elections & Deputy Registrar,"City of Norfolk, Office of Elections",Virginia,,,,ops|legal|personnel|budget,,ops|legal|personnel|budget|intergovt,False,,,,,,,,election_official,high,,,,,high
1355,stub,Deputy Director of Elections & Deputy Registrar,City of Norfolk Office of Elections,Virginia,,,,ops|legal|personnel|budget,,ops|legal|personnel|budget,False,,,,,,,,election_official,high,False,,,,high
1356,stub,Elections Administrative Assistant,"McLennan County, Texas",Texas,1452.1,1886.41,biweekly,vr|ops|data|bilingual,,vr|ops|data|bilingual|it_cyber|comms,False,,,,,,,,election_official,high,False,,,,high
1357,stub,Elections Specialist,"McLennan County, Texas",Texas,937.51,1306.26,biweekly,vr|ops,,vr|ops|data,False,,,,,,,,election_official,high,False,,,,high
1358,stub,Executive Director,District of Columbia Board of Elections,District of Columbia,,,,ops|vr|personnel|budget,legal,ops|vr|personnel|budget|legal|comms,False,master,policy administration or law,,,,,,top_election_official,high,False,,,,high
1359,stub,Senior Assistant Registrar II,James City County,Virginia,,,,vr|ops|legal,,vr|ops|legal,False,,,,,,,,election_official,high,False,,,,high
1360,stub,Senior Assistant Registrar,Albemarle County Department of Voter Registration and Elections,Virginia,33641.0,40360.0,yearly,vr|ops|data,,vr|ops|data|personnel|comms|intergovt,False,,,,,,,,election_official,high,False,True,on_site,,high
1361,stub,Senior Assistant Registrar,James City County Voter Registration Office,Virginia,30685.0,30685.0,yearly,vr|ops|legal,,vr|ops|legal|data|budget|comms,False,,,,,,,,election_official,high,False,,,,high
1362,full_text,Senior Assistant Registrar,City of Alexandria,Virginia,38277.46,48428.12,yearly,vr|legal|data|ops,bilingual,vr|legal|data|ops|personnel|bilingual,False,high_school,,1.0,True,,,,election_official,high,False,True,on_site,150000.0,high
1363,stub,Clerk-Recorder Services Manager,Contra Costa County,California,6459.0,7851.0,monthly,ops|legal|personnel|budget,,ops|legal|personnel|budget,False,,,,,,,,not_election_official,high,,,,,high
1364,stub,Registrar Liaison Supervisor,Virginia Department of Elections,Virginia,55000.0,70000.0,yearly,ops|personnel|intergovt,,ops|personnel|intergovt|legal,False,,,,,,,,election_official,high,False,,,,high
1365,stub,Training Specialist,Wake County Board of Elections,North Carolina,,,,personnel,comms,personnel|comms,False,,,,,,,,election_official,high,,,,,high
1366,full_text,Clerk-Recorder Services Supervisor,Contra Costa County Clerk-Recorder-Elections Department,California,61665.36,74954.52,yearly,personnel|ops|legal|budget,,personnel|ops|legal|budget|data|comms,False,high_school,"public administration, business, political science",4.0,True,,,,election_official,high,False,True,on_site,,high
1367,full_text,Clerk-Recorder Services Technician,Contra Costa County Clerk-Recorder Division,California,47152.8,57314.52,yearly,data|ops,,data|ops|legal,False,high_school,,2.0,,,,,not_election_official,high,False,True,on_site,,high
1368,stub,Elections Data Specialist II,Boulder County Election's Division,Colorado,53100.0,61100.0,yearly,data,,data|ops|it_cyber,False,,,,,,,,election_official,high,False,,,,high
1369,stub,Elections Technician,Wayne County Elections Office,North Carolina,40994.0,63937.0,yearly,it_cyber|ops|personnel,,it_cyber|ops|personnel|data,False,,,,,,,,election_official,high,False,,,,high
1370,stub,"Program Associate, Governance Program",Democracy Fund,,,,,pm|comms|data,,pm|comms|data|legal|intergovt,False,,,,,,,,not_election_official,high,False,,,,high
1371,full_text,Clerk-Recorder Services Supervisor,Contra Costa County Clerk-Recorder-Elections Department,California,61665.36,74954.52,yearly,ops|personnel|legal|data|comms|intergovt,,ops|personnel|legal|data|comms|intergovt,False,high_school,,4.0,True,,,,election_official,high,False,True,on_site,,high
1372,full_text,Clerk-Recorder Services Specialist,Contra Costa County Clerk-Recorder Division,California,53842.92,65446.44,yearly,ops|data|personnel|legal,,ops|data|personnel|legal,False,high_school,,2.0,,,,,not_election_official,high,,True,on_site,,high
1373,stub,Policy Analyst,Virginia Department of Elections,Virginia,42614.0,62000.0,yearly,legal,,legal,False,,,,,,,,election_official,high,,,,,high
1374,stub,Director of Communications,U.S. Election Assistance Commission,Maryland,108887.0,141555.0,yearly,comms|intergovt,,comms|intergovt,False,,,,,,,,not_election_official,high,False,True,,,high
1375,stub,Senior Data Architect,Virginia Department of Elections,Virginia,70000.0,110000.0,yearly,data|it_cyber,,data|it_cyber|intergovt,True,,,,,,,,election_official,high,False,,,,high
1376,stub,Deputy Director of Elections & Deputy Registrar,City of Norfolk Office of Elections,Virginia,,,,ops|legal|personnel|budget,,ops|legal|personnel|budget|comms|intergovt,False,,,,,,,,top_election_official,high,,,,,high
1377,stub,Senior Information Systems Analyst,Office of the Secretary of State,California,,,,it_cyber,,it_cyber|pm,False,,,,,,,,election_official,high,False,True,on_site,,medium
1378,stub,Account Manager,ES&S,Florida,,,,,,comms|pm|intergovt,False,,,,,,,,not_election_official,high,,,,,high
1379,stub,Deputy Director of Elections & Deputy Registrar,"City of Norfolk, Office of Elections",Virginia,,,,ops|legal|personnel|budget,,ops|legal|personnel|budget|comms|intergovt,False,,,,,,,,election_official,high,False,,,,high
1380,stub,"Program Director, Campus Engagement Competition",Rock the Vote,DC,,,,pm|personnel|comms,comms,comms|pm|personnel,False,,,,,,,,not_election_official,high,,,,,high
1381,stub,Project Manager,ES&S,,,,,pm,,pm,False,,,,,,,,not_election_official,high,,,,,high
1382,stub,Research Specialist (Junior Specialist),UC Davis Center for Regional Change,California,,,,data,,data|pm,False,,,,,,,,not_election_official,high,False,,,,high
1383,stub,Voting Rights Attorney,Disability Rights California,California,51816.0,60024.0,yearly,legal,,legal|comms|intergovt,False,,,,,,,,not_election_official,high,,True,,,high
1384,stub,Elections Specialist,Wake County Board of Elections,North Carolina,,,,,,vr|ops,False,,,,,,,,election_official,high,,,,,high
1385,stub,Assistant Registrar,City of Manassas,Virginia,15.26,15.26,hourly,vr|ops,legal,vr|legal|ops,False,high_school,,,,,,,election_official,high,False,False,on_site,,high
1386,full_text,Democracy Studies Fellowship / Election Administration Residency,International Foundation for Electoral Systems (IFES),District of Columbia,,,,,,data,False,master,,,,,,,not_election_official,high,False,,,,high
1387,stub,Deputy Registrar,City of Manassas,Virginia,44574.4,59072.0,yearly,ops|vr|personnel|data|comms,,ops|vr|personnel|data|comms,False,,,,,,,,election_official,high,False,,,,high
1388,stub,"Program Associate, Governance Program",Democracy Fund,,,,,data|comms,intergovt|pm,data|comms|intergovt|pm,False,,,,,,,,not_election_official,high,False,True,,,high
1389,stub,Elections Administrator,"Burnet County, Texas",Texas,41000.0,53000.0,yearly,vr|ops|legal,,vr|ops|legal,False,,,,,,,,election_official,high,False,True,,,high
1390,stub,Chief Deputy Clerk & Recorder/Elections,"Adams County, Colorado",Colorado,72540.0,101544.0,yearly,ops|legal,,ops|legal|budget|pm|personnel|comms|intergovt,True,high_school,Business Management,5.0,,,,,top_election_official,high,,True,,,high
1391,stub,Communications Director,FairVote,Maryland,85000.0,,yearly,comms,,comms,False,,,,,,,,not_election_official,high,,,,,high
1392,stub,Deputy of Elections,Arapahoe County,Colorado,76706.0,116520.0,yearly,ops|data|legal,,ops|data|legal,False,,,,,,,,top_election_official,high,False,True,,,high
1393,stub,"Division Manager, Governmental and Legislative Affairs",Los Angeles County Registrar-Recorder/County Clerk,California,8026.0,12149.0,monthly,comms|intergovt,,comms|intergovt,False,,,,,,,,election_official,high,False,True,,,high
1394,stub,Elections Administrator,Grays Harbor County,Washington,3761.0,4560.0,monthly,ops|vr|personnel,,ops|vr|personnel,False,,,,,,,,top_election_official,high,,,,,high
1395,stub,Executive Assistant,Los Angeles County Registrar,California,7185.0,9425.0,monthly,comms|intergovt,,ops|comms|intergovt,False,,,,,,,,borderline,low,,,,,high
1396,stub,Outreach Director,FairVote,Maryland,85000.0,,yearly,comms|pm|personnel,legal|intergovt,comms|pm|personnel|legal|intergovt,False,,,,,,,,not_election_official,high,False,,,,high
1397,stub,PC Applications Programmer,Champaign County IT,Illinois,,,,,it_cyber|data,it_cyber|data,False,,,,,,,,not_election_official,high,,,,,high
1398,stub,Policy Specialist,National Conference of State Legislatures (NCSL),Colorado,4033.0,,monthly,,,data|pm|comms|intergovt,False,,,,,,,,not_election_official,high,False,True,on_site,,high
1399,stub,Voting Rights Coordinator,Asian Americans Advancing Justice,California,16.0,17.5,hourly,,,legal|comms|intergovt,False,,,,,,,,not_election_official,high,False,False,,,high
1400,stub,"Associate, Elections Initiatives",The Pew Charitable Trusts,,,,,data|comms,intergovt,data|comms|intergovt,False,,,,,,,,not_election_official,high,False,,,,high
1401,stub,Administrative Assistant,Rhode Island Secretary of State's Office,Rhode Island,37328.0,40893.0,yearly,ops,,ops,False,,,,,,,,election_official,high,,,,,high
1402,stub,"California Program Coordinator, Civic Engagement",NALEO Educational Fund,California,16.0,18.0,hourly,,,comms|pm|personnel,False,,,,,,,,not_election_official,high,,False,,,high
1403,stub,Deputy Director of Elections,Rhode Island Secretary of State's Office,Rhode Island,67885.0,76954.0,yearly,ops,,ops,False,,,,,,,,election_official,high,False,True,,,high
1404,stub,EO & Training Manager,Fairfax County Office of Elections,Virginia,56415.0,94026.0,yearly,personnel|pm|ops,,legal|ops|pm|personnel,False,,,,,,,,election_official,high,False,,,,high
